Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30,1993,20.2,0,10,1,10,0.5,0.05,0,0,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches,1184,1340,88.4,23313,9315,357,378,94.4,714,749,95.3,107,199,53.8,0,0.1,0.4,-0.1,3,72,4,0,59,Matches,1340,1293,47,41,0,6,1,0,0,0,0,0,1184,0,4,Matches,9,0.45,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3,Matches,1517,244,867,610,43,23,1517,4,2,50,2,50,1013,4786,2606,4,2,1,8,4,1118,1,Matches
Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40,Matches,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6,Matches,8,0.44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,36,22,25,9,2,20,33,60.6,13,26,9,17,27,63,89,1,Matches,959,104,530,408,26,21,959,1,0,0,1,100,437,1940,806,1,2,0,8,3,467,0,Matches
Diego Demme,de GER,MF,Napoli,it Serie A,31,1991,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100,0,0,0,0,0,3,1,0,5,Matches,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Matches,81,2,14,45,22,4,81,2,0,0,2,100,50,289,169,3,4,0,0,0,65,0,Matches
Diego Iturralde,es ESP,DF,Sevilla,es La Liga,20,2003,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,9,14,64.3,148,110,5,5,100,4,7,57.1,0,2,0,0,0,0,0,0,0,0,0,1,Matches,14,9,5,0,0,0,0,5,0,0,0,0,9,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches,17,3,11,6,1,0,17,1,1,100,0,0,6,69,52,1,1,0,0,0,6,0,Matches
Diego Llorente,es ESP,DF,Roma,it Serie A,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,0.4,4,71,1,0,75,Matches,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,Matches,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0,Matches,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,Matches,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5,Matches
Diego López,es ESP,"MF,FW",Valencia,es La Liga,21,2002,29.5,3,41,15,36.6,1.39,0.51,0.07,0.2,15.4,0,0,0,3.7,3.7,0.09,-0.7,-0.7,Matches,512,791,64.7,7299,1914,304,412,73.8,148,223,66.4,29,59,49.2,6,5.4,2.4,0.6,39,35,21,7,73,Matches,791,761,27,2,4,3,65,17,0,0,0,0,512,3,42,Matches,79,2.68,65,0,5,2,3,4,11,0.37,9,0,1,1,0,0,Matches,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0,Matches,1094,24,152,457,504,95,1094,76,28,36.8,40,52.6,598,3673,2078,75,59,29,64,27,720,180,Matches
Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,23,27,85.2,429,237,11,11,100,10,10,100,2,6,33.3,0,0,0,0,0,1,0,0,0,Matches,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,32,26,32,0,0,0,32,0,0,,0,,22,94,53,0,0,0,0,0,20,0,Matches
Diego Moreira,pt POR,"FW,MF",Lyon,fr Ligue 1,18,2004,3,0,5,2,40,1.67,0.67,0,0,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,74,108,68.5,1070,252,46,60,76.7,24,34,70.6,2,8,25,0,0.3,0.2,-0.3,3,4,3,0,12,Matches,108,105,2,1,0,0,6,1,0,0,0,0,74,1,3,Matches,4,1.34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,3,0,3,3,0,3,2,2,5,0,Matches,148,2,24,74,51,9,148,9,2,22.2,7,77.8,120,795,355,10,5,3,13,6,108,23,Matches
Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2,2,100,26,21,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,Matches,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,1,1,100,0,0,0,0,1,2,0,0,Matches,3,0,1,2,0,0,3,0,0,,0,,1,12,10,1,0,0,0,0,0,0,Matches
Diego Rico,es ESP,DF,Getafe,es La Liga,30,1993,28.2,0,18,5,27.8,0.64,0.18,0,0,27,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,993,1495,66.4,17450,8646,482,570,84.6,384,566,67.8,104,267,39,7,3.8,3.4,3.2,39,106,40,32,119,Matches,1495,1150,335,24,2,28,130,311,0,0,0,0,993,10,49,Matches,61,2.17,46,10,0,1,3,1,6,0.21,6,0,0,0,0,0,Matches,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,Matches,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,Matches
Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,3,44,12,27.3,1.82,0.5,0.07,0.25,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches,587,862,68.1,10108,3121,282,345,81.7,214,299,71.6,64,153,41.8,6,6.2,4.6,-0.2,49,50,36,10,92,Matches,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28,Matches,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,Matches,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Matches,1158,20,127,487,577,75,1158,121,52,43,62,51.2,806,6019,2898,94,76,24,49,38,756,204,Matches
Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,20.5,0,7,1,14.3,0.34,0.05,0,0,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,766,1042,73.5,11858,4675,394,463,85.1,308,382,80.6,42,118,35.6,0,1.2,0.8,-1.2,14,47,14,6,72,Matches,1042,791,245,22,1,4,42,223,0,0,0,0,766,6,43,Matches,27,1.32,21,2,0,0,1,3,2,0.1,2,0,0,0,0,0,Matches,39,22,22,13,4,18,26,69.2,8,10,1,9,16,55,49,1,Matches,1258,47,423,558,290,18,1258,45,22,48.9,16,35.6,577,3158,1668,42,32,6,34,16,659,64,Matches
Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,25,1998,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,91,142,64.1,2762,1980,10,10,100,46,47,97.9,35,84,41.7,0,0,0,0,0,3,0,0,0,Matches,142,103,38,15,0,0,0,0,0,0,0,0,91,1,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,152,139,152,0,0,0,152,0,0,,0,,111,628,307,0,0,0,0,0,62,0,Matches
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24,1999,35.3,2,30,7,23.3,0.85,0.2,0.07,0.29,21,0,0,0,1.7,1.7,0.06,0.3,0.3,Matches,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,0.1,37,107,31,16,124,Matches,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39,Matches,78,2.21,67,4,2,3,1,1,7,0.2,6,0,0,1,0,0,Matches,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111,0,Matches,2196,185,752,873,587,48,2196,52,31,59.6,18,34.6,1149,5413,2901,52,43,10,24,11,1255,111,Matches
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,26,1996,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,5.3,5.3,0.13,4.7,4.7,Matches,287,394,72.8,3995,939,185,227,81.5,83,104,79.8,11,17,64.7,3,3.3,1.7,-0.3,22,18,12,0,34,Matches,394,393,1,0,5,1,9,1,0,0,0,0,287,0,22,Matches,48,3.77,36,0,5,3,4,0,14,1.1,7,0,4,1,2,0,Matches,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0,Matches,594,8,53,240,311,107,594,41,15,36.6,21,51.2,350,2104,1239,54,29,23,42,18,427,111,Matches
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24,1999,30,0,13,4,30.8,0.43,0.13,0,0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,1263,1581,79.9,23047,9175,511,569,89.8,596,687,86.8,126,249,50.6,0,0.2,0.7,-0.2,6,113,3,1,121,Matches,1581,1471,98,54,1,6,4,14,0,0,0,0,1263,12,15,Matches,24,0.8,19,0,0,1,3,1,3,0.1,3,0,0,0,0,0,Matches,52,36,31,15,6,25,51,49,26,48,22,26,47,99,155,1,Matches,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4,Matches
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21,2002,6.5,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,3,3,0.16,-1,-1,Matches,115,160,71.9,1717,335,55,77,71.4,47,59,79.7,4,6,66.7,0,0.5,0.8,-0.5,8,5,8,1,20,Matches,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,Matches,21,3.25,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0,Matches,0,0,0,0,0,0,2,0,2,8,1,7,1,1,4,0,Matches,239,5,24,92,126,38,239,24,11,45.8,10,41.7,133,963,402,16,13,6,24,5,178,35,Matches
Dion Lopy,sn SEN,MF,Almería,es La Liga,21,2002,21.3,0,23,8,34.8,1.08,0.38,0,0,26.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches,745,882,84.5,14551,3507,276,316,87.3,340,384,88.5,110,137,80.3,0,1.2,0.7,-1.2,13,81,8,1,90,Matches,882,855,25,18,2,15,7,7,0,0,0,0,745,2,11,Matches,45,2.11,34,0,4,1,5,1,3,0.14,3,0,0,0,0,0,Matches,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,Matches,1108,65,310,656,162,8,1108,48,29,60.4,15,31.3,652,4181,1705,23,23,2,23,15,695,19,Matches
Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21,2001,7,3,24,7,29.2,3.44,1,0.13,0.43,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches,137,175,78.3,2178,421,66,83,79.5,55,67,82.1,9,13,69.2,1,1.3,1.4,-0.3,5,10,8,1,21,Matches,175,165,9,0,0,0,5,3,0,0,0,0,137,1,2,Matches,11,1.57,10,0,1,0,0,0,1,0.14,1,0,0,0,0,0,Matches,5,5,1,2,2,0,3,0,3,11,1,10,1,6,7,0,Matches,268,4,35,129,109,29,268,13,4,30.8,9,69.2,187,1154,503,13,10,4,22,6,179,42,Matches
Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18,2004,0.9,0,1,0,0,1.13,0,0,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches,16,22,72.7,200,15,12,16,75,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,0,Matches,22,20,2,0,0,0,0,0,0,0,0,0,16,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,32,0,3,20,9,1,32,0,0,,0,,18,41,12,0,1,0,6,0,24,5,Matches
Divock Origi,be BEL,FW,Nott'ham Forest,eng Premier League,28,1995,6.7,0,14,2,14.3,2.08,0.3,0,0,19.7,0,0,0,1.4,1.4,0.1,-1.4,-1.4,Matches,92,144,63.9,1357,327,59,82,72,19,32,59.4,9,13,69.2,1,2.1,0.8,-1.1,7,7,5,1,14,Matches,144,143,1,1,3,0,13,0,0,0,0,0,92,0,10,Matches,16,2.38,11,1,2,1,1,0,2,0.3,2,0,0,0,0,0,Matches,6,4,5,0,1,0,0,,0,6,0,6,2,8,4,0,Matches,225,3,23,103,105,26,225,24,9,37.5,12,50,144,914,409,19,9,9,16,10,172,41,Matches
Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,19,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5,5,100,75,0,4,4,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,5,0,0,4,1,0,5,0,0,,0,,4,26,9,0,0,0,0,0,4,1,Matches
Djed Spence,eng ENG,DF,Genoa,it Serie A,22,2000,9.5,0,2,0,0,0.21,0,0,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,272,342,79.5,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,0,0.3,0.4,-0.3,6,17,9,6,25,Matches,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5,Matches,12,1.26,7,2,1,2,0,0,0,0,0,0,0,0,0,0,Matches,16,10,12,4,0,8,10,80,2,20,5,15,8,24,28,0,Matches,464,29,154,195,120,14,464,25,11,44,9,36,220,1324,639,17,15,4,12,16,244,31,Matches
Djené,tg TOG,"DF,MF",Getafe,es La Liga,31,1991,27.6,0,6,1,16.7,0.22,0.04,0,0,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,861,1121,76.8,15810,5814,335,386,86.8,415,505,82.2,92,182,50.5,0,0.3,0.7,-0.3,7,64,11,5,98,Matches,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14,Matches,22,0.8,19,1,1,0,1,0,0,0,0,0,0,0,0,0,Matches,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70,0,Matches,1363,112,510,704,169,12,1363,25,18,72,3,12,661,3334,1637,13,14,1,24,13,690,19,Matches
Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26,1997,16.2,1,18,5,27.8,1.11,0.31,0.06,0.2,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,582,682,85.3,9552,1887,275,310,88.7,252,277,91,38,54,70.4,1,0.8,1.1,0.2,15,57,7,2,73,Matches,682,664,16,12,0,5,5,1,1,0,1,0,582,2,14,Matches,43,2.65,34,0,1,4,3,1,3,0.18,3,0,0,0,0,0,Matches,28,21,15,8,5,9,25,36,16,20,3,17,17,45,8,1,Matches,840,22,159,479,207,33,840,8,5,62.5,2,25,487,2574,1174,25,17,0,23,3,577,45,Matches
Dodi Lukebakio,be BEL,"FW,MF",Sevilla,es La Liga,25,1997,12.5,5,42,17,40.5,3.36,1.36,0.12,0.29,14.4,1,0,0,5.6,5.6,0.13,-0.6,-0.6,Matches,269,351,76.6,4081,574,153,173,88.4,80,100,80,23,40,57.5,1,0.7,1.1,0.3,13,8,10,4,26,Matches,351,337,11,4,1,4,36,2,2,1,1,0,269,3,16,Matches,48,3.84,32,2,8,1,5,0,6,0.48,5,0,1,0,0,0,Matches,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,Matches,520,8,36,193,298,67,520,62,30,48.4,26,41.9,369,2713,1336,48,31,24,44,19,437,116,Matches
Dodô,br BRA,DF,Fiorentina,it Serie A,24,1998,5.8,0,2,1,50,0.34,0.17,0,0,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,278,347,80.1,5196,1670,105,120,87.5,141,168,83.9,29,42,69,0,0.8,0.6,-0.8,10,25,9,3,39,Matches,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6,Matches,15,2.59,13,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,5,3,1,4,0,2,5,40,3,2,0,2,5,10,11,0,Matches,391,20,97,201,97,7,391,18,10,55.6,5,27.8,244,1563,857,20,10,4,9,1,251,21,Matches
Domagoj Bradaric,hr CRO,DF,Salernitana,it Serie A,23,1999,30.5,0,19,4,21.1,0.62,0.13,0,0,22.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,1184,1536,77.1,18474,5884,637,707,90.1,421,542,77.7,78,185,42.2,3,1.8,1.6,1.2,36,54,18,11,76,Matches,1536,1248,286,33,2,10,81,243,9,3,6,0,1184,2,41,Matches,61,2,46,9,1,1,2,2,3,0.1,3,0,0,0,0,0,Matches,29,20,13,10,6,15,25,60,10,22,7,15,32,61,62,1,Matches,1792,85,529,817,461,23,1792,49,20,40.8,24,49,925,5175,2622,57,38,8,32,17,1046,120,Matches
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28,1994,15.9,9,46,19,41.3,2.89,1.19,0.09,0.21,23.3,2,5,5,6.5,2.6,0.06,2.5,1.4,Matches,409,641,63.8,8116,2265,185,241,76.8,140,204,68.6,73,140,52.1,3,3,2.5,0,27,48,29,6,83,Matches,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15,Matches,64,4.02,49,2,2,7,3,1,5,0.31,3,0,0,1,1,0,Matches,17,8,7,9,1,2,21,9.5,19,17,0,17,13,30,9,0,Matches,829,9,67,340,430,63,824,28,11,39.3,14,50,496,2734,1220,38,26,14,31,24,607,123,Matches
Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,23,2000,10.7,2,10,4,40,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,Matches,315,399,78.9,4701,1257,183,202,90.6,99,124,79.8,23,40,57.5,1,1.2,0.9,-0.2,13,29,10,0,50,Matches,399,375,24,12,0,4,18,2,7,0,5,0,315,0,18,Matches,29,2.71,18,3,3,3,2,0,1,0.09,1,0,0,0,0,0,Matches,25,15,9,12,4,9,19,47.4,10,13,1,12,6,31,5,0,Matches,514,12,72,245,203,16,514,29,13,44.8,12,41.4,292,1847,861,24,27,6,20,17,367,33,Matches
Domingos Duarte,pt POR,DF,Getafe,es La Liga,28,1995,10.1,0,1,0,0,0.1,0,0,,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches,294,380,77.4,6753,2583,67,87,77,168,201,83.6,59,85,69.4,0,0.1,0.1,-0.1,2,40,1,1,47,Matches,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4,Matches,4,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0,Matches,453,45,173,264,20,6,453,3,1,33.3,1,33.3,211,1150,728,7,1,0,5,2,236,0,Matches
Domingos Quina,pt POR,MF,Udinese,it Serie A,23,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1,1,100,13,10,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,1,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,0,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,26,1997,24.1,7,71,28,39.4,2.94,1.16,0.07,0.18,13.9,1,2,2,12.9,11.4,0.16,-5.9,-6.4,Matches,248,440,56.4,2917,647,175,271,64.6,49,99,49.5,6,12,50,2,3.1,1.6,-1.1,19,13,12,0,31,Matches,440,437,1,0,1,0,3,1,0,0,0,0,248,2,15,Matches,54,2.24,37,0,4,7,4,2,6,0.25,3,0,0,3,0,0,Matches,13,6,2,6,5,2,15,13.3,13,14,4,10,4,17,38,0,Matches,738,50,79,263,399,124,736,43,14,32.6,26,60.5,357,2068,794,36,21,22,65,25,565,122,Matches
Dominic Sadi,eng ENG,FW,Bournemouth,eng Premier League,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,2,0,0,2,0,0,2,0,0,,0,,1,6,0,0,0,0,0,0,1,0,Matches
Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,25,1997,36.9,19,106,35,33,2.87,0.95,0.16,0.49,12.2,0,2,3,19.6,17.2,0.16,-0.6,-0.2,Matches,400,544,73.5,5026,1387,262,315,83.2,93,127,73.2,11,18,61.1,3,3,2,0,39,32,24,3,60,Matches,544,485,58,0,1,1,6,4,0,0,0,0,400,1,30,Matches,79,2.14,61,0,6,5,4,3,6,0.16,4,0,2,0,0,0,Matches,23,11,3,13,7,10,29,34.5,19,24,5,19,7,30,43,0,Matches,1069,57,113,426,547,216,1066,106,39,36.8,60,56.6,599,3921,1420,52,24,27,136,81,724,184,Matches
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,24,32,75,959,841,2,2,100,11,11,100,11,19,57.9,0,0,0,0,0,2,0,0,0,Matches,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,34,28,34,0,0,0,34,0,0,,0,,17,96,64,0,0,0,0,0,13,0,Matches
Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,29,1994,24.3,1,25,7,28,1.03,0.29,0.04,0.14,16.5,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,876,1159,75.6,16488,5668,326,390,83.6,454,540,84.1,82,181,45.3,0,1.2,1.2,-1.2,15,87,15,5,99,Matches,1159,1108,47,40,0,7,22,6,0,0,0,0,876,4,27,Matches,28,1.15,22,0,2,4,0,0,0,0,0,0,0,0,0,0,Matches,65,42,36,25,4,36,57,63.2,21,27,6,21,43,108,58,0,Matches,1414,81,541,726,156,28,1414,11,5,45.5,6,54.5,632,2818,1235,19,10,2,22,4,811,26,Matches
Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,22,2000,23.4,3,60,15,25,2.57,0.64,0.05,0.2,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7,Matches,1280,1550,82.6,20367,4929,694,777,89.3,441,507,87,98,169,58,2,5.8,5.1,-3.8,56,98,33,6,152,Matches,1550,1376,167,34,3,16,113,31,66,24,28,2,1280,7,24,Matches,115,4.92,84,21,4,3,3,0,7,0.3,5,0,0,1,1,0,Matches,32,19,12,12,8,16,50,32,34,37,2,35,15,47,16,1,Matches,1802,36,239,868,718,71,1802,56,24,42.9,27,48.2,1043,5475,2880,75,67,22,27,27,1238,160,Matches
Dominique Heintz,de GER,DF,Köln,de Bundesliga,29,1993,6.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,349,423,82.5,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0.5,0.7,-0.5,7,24,6,5,30,Matches,423,359,64,5,0,2,23,54,0,0,0,0,349,0,6,Matches,14,2.22,12,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0,Matches,489,37,154,274,64,2,489,4,3,75,1,25,253,1278,699,10,12,1,6,3,307,16,Matches
Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0,0,1,0,0,30,0,0,,16.1,0,0,0,0,0,0.04,0,0,Matches,1,1,100,7,0,1,1,100,0,0,,0,0,,0,0.1,0,-0.1,1,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,4,0,0,2,2,2,4,0,0,,0,,1,1,0,0,0,0,1,0,1,1,Matches
Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4,0,1,0,0,0.25,0,0,,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50,0,0.4,0.6,-0.4,3,8,2,0,10,Matches,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5,Matches,7,1.76,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8,3,3,3,2,3,7,42.9,4,5,1,4,3,11,1,0,Matches,173,2,30,94,50,12,173,6,3,50,3,50,95,445,112,2,2,0,6,3,113,12,Matches
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,24,1999,19.8,13,72,36,50,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,3.5,3.5,Matches,410,546,75.1,5627,1551,262,310,84.5,109,144,75.7,18,33,54.5,1,3,3.4,-2,22,21,36,6,57,Matches,546,525,18,4,6,4,39,9,4,0,0,0,410,3,23,Matches,74,3.74,49,0,7,13,4,1,14,0.71,6,0,2,3,2,1,Matches,11,7,5,3,3,2,6,33.3,4,11,4,7,2,13,8,0,Matches,800,10,78,262,475,118,800,95,42,44.2,40,42.1,558,3933,1957,73,49,45,51,39,631,163,Matches
