,Player,position,sub_position,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
663,Albert Sambi Lokonga,Midfield,Central Midfield,be BEL,MF,Luton Town,eng Premier League,23,1999,14.5,1,8,2,25,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,1.6,9,68,6,1,72,Matches,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,Matches,27,1.86,22,0,0,1,3,1,3,0.21,3,0,0,0,0,0,Matches,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,Matches,899,54,223,513,170,11,899,22,11,50,7,31.8,529,3027,1707,29,19,2,12,11,597,13,Matches
673,Alberto Cerri,Attack,Centre-Forward,it ITA,FW,Empoli,it Serie A,27,1996,6.1,1,10,3,30,1.65,0.5,0.1,0.33,10.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches,68,136,50,877,149,50,82,61,16,33,48.5,2,4,50,0,0.2,0.3,-0.2,4,2,1,0,9,Matches,136,134,1,0,0,0,1,0,0,0,0,0,68,1,5,Matches,8,1.32,6,0,0,2,0,0,1,0.16,0,0,0,1,0,0,Matches,3,3,1,1,1,2,5,40,3,3,1,2,3,6,7,0,Matches,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23,Matches
676,Alberto Dossena,Defender,Centre-Back,it ITA,DF,Cagliari,it Serie A,24,1998,33.1,2,24,6,25,0.73,0.18,0.08,0.33,11.3,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches,1042,1305,79.8,22274,7809,279,324,86.1,597,680,87.8,158,271,58.3,4,2.1,1.3,1.9,12,71,4,0,89,Matches,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8,Matches,29,0.88,21,0,0,4,1,3,5,0.15,4,0,0,1,0,0,Matches,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172,2,Matches,1720,270,930,748,55,35,1720,8,5,62.5,3,37.5,774,3763,2159,9,6,0,22,10,849,2,Matches
681,Alberto Grassi,Midfield,Central Midfield,it ITA,MF,Empoli,it Serie A,28,1995,20.1,0,23,5,21.7,1.15,0.25,0,0,20,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,696,861,80.8,11955,4165,326,370,88.1,289,339,85.3,59,104,56.7,1,0.6,1.3,0.4,6,89,6,0,75,Matches,861,818,39,31,3,1,5,4,0,0,0,0,696,4,13,Matches,24,1.19,20,0,0,2,2,0,3,0.15,3,0,0,0,0,0,Matches,30,18,13,13,4,10,26,38.5,16,26,11,15,41,71,37,0,Matches,1085,67,324,625,143,16,1085,10,5,50,4,40,525,2436,957,13,13,0,13,7,615,13,Matches
692,Alberto Moreno,Midfield,Central Midfield,es ESP,DF,Villarreal,es La Liga,31,1992,16.5,2,17,5,29.4,1.03,0.3,0.12,0.4,19.8,0,0,0,0.7,0.7,0.04,1.3,1.3,Matches,586,733,79.9,10373,3766,272,307,88.6,246,291,84.5,60,104,57.7,2,1.6,1.8,0.4,16,35,23,9,55,Matches,733,628,100,13,0,11,49,85,2,1,1,0,586,5,14,Matches,36,2.18,27,2,0,3,4,0,8,0.49,5,1,0,1,1,0,Matches,31,21,19,10,2,10,30,33.3,20,12,2,10,24,55,33,0,Matches,885,53,279,349,266,27,885,10,5,50,4,40,402,2042,1033,26,21,2,17,3,523,79,Matches
693,Alberto Moreno,Defender,Left-Back,es ESP,DF,Villarreal,es La Liga,31,1992,16.5,2,17,5,29.4,1.03,0.3,0.12,0.4,19.8,0,0,0,0.7,0.7,0.04,1.3,1.3,Matches,586,733,79.9,10373,3766,272,307,88.6,246,291,84.5,60,104,57.7,2,1.6,1.8,0.4,16,35,23,9,55,Matches,733,628,100,13,0,11,49,85,2,1,1,0,586,5,14,Matches,36,2.18,27,2,0,3,4,0,8,0.49,5,1,0,1,1,0,Matches,31,21,19,10,2,10,30,33.3,20,12,2,10,24,55,33,0,Matches,885,53,279,349,266,27,885,10,5,50,4,40,402,2042,1033,26,21,2,17,3,523,79,Matches
735,Alejandro Balde,Defender,Left-Back,es ESP,DF,Barcelona,es La Liga,19,2003,15.3,0,5,1,20,0.33,0.07,0,0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,694,817,84.9,9879,2231,430,473,90.9,229,264,86.7,22,42,52.4,1,1.2,1.5,-0.2,13,26,20,7,41,Matches,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16,Matches,29,1.9,26,0,2,0,1,0,4,0.26,4,0,0,0,0,0,Matches,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,Matches,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141,Matches
744,Alejandro Garnacho,Attack,Left Winger,ar ARG,FW,Manchester Utd,eng Premier League,19,2004,28.5,7,100,27,27,3.51,0.95,0.07,0.26,15.8,0,0,0,8.4,8.3,0.08,-1.4,-1.3,Matches,675,901,74.9,9269,1365,422,506,83.4,189,233,81.1,34,63,54,4,5.1,2.9,-1.1,46,26,22,4,62,Matches,901,885,13,3,2,4,58,6,4,2,0,0,675,3,50,Matches,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1,Matches,22,15,7,6,9,12,45,26.7,33,26,2,24,18,40,18,0,Matches,1312,13,180,403,741,248,1312,131,48,36.6,63,48.1,938,8015,4211,178,83,102,69,49,1006,281,Matches
786,Aleksandar Sedlar,Defender,Centre-Back,rs SRB,DF,Alav?s,es La Liga,31,1991,10.5,1,4,1,25,0.38,0.1,0.25,1,10.7,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,-0.1,2,31,0,0,26,Matches,405,387,17,11,0,1,0,1,0,0,0,0,343,1,1,Matches,9,0.86,6,0,1,0,0,2,0,0,0,0,0,0,0,0,Matches,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,Matches,497,76,277,204,18,6,497,3,2,66.7,0,0,247,1442,794,6,4,0,3,2,264,1,Matches
825,Aleksandr Golovin,Attack,Attacking Midfield,ru RUS,"MF,FW",Monaco,fr Ligue 1,27,1996,23.9,6,44,19,43.2,1.84,0.8,0.14,0.32,21.5,6,0,0,3.4,3.4,0.08,2.6,2.6,Matches,935,1236,75.6,16293,5324,440,521,84.5,325,413,78.7,124,211,58.8,6,4.7,6.4,1.3,50,99,62,5,172,Matches,1236,1096,129,34,14,11,110,13,82,26,46,0,935,11,27,Matches,102,4.28,62,29,3,3,3,2,7,0.29,6,0,0,1,0,0,Matches,42,30,14,22,6,15,42,35.7,27,37,3,34,21,63,14,0,Matches,1473,22,161,637,688,49,1473,44,24,54.5,17,38.6,1070,5969,2489,50,47,18,42,23,1001,157,Matches
962,Alessandro Bastoni,Defender,Centre-Back,it ITA,DF,Inter,it Serie A,24,1999,25.2,1,15,6,40,0.6,0.24,0.07,0.17,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,1671,1935,86.4,32047,10473,671,716,93.7,765,834,91.7,211,312,67.6,3,3.4,3.1,-0.4,22,135,35,14,142,Matches,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30,Matches,63,2.5,54,1,0,4,3,1,6,0.24,6,0,0,0,0,0,Matches,46,33,31,12,3,26,40,65,14,25,11,14,23,69,48,1,Matches,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77,Matches
971,Alessandro Buongiorno,Defender,Centre-Back,it ITA,DF,Torino,it Serie A,24,1999,28.1,3,13,6,46.2,0.46,0.21,0.23,0.5,9.5,0,0,0,1.6,1.6,0.12,1.4,1.4,Matches,1012,1187,85.3,17567,5255,395,455,86.8,553,609,90.8,50,87,57.5,0,0.1,0.4,-0.1,4,28,4,1,62,Matches,1187,1162,25,21,1,2,3,3,0,0,0,0,1012,0,7,Matches,22,0.78,17,0,0,1,1,3,1,0.04,0,0,0,0,1,0,Matches,70,39,43,24,3,24,34,70.6,10,20,12,8,69,139,131,0,Matches,1539,153,739,748,64,19,1539,4,0,0,4,100,740,3702,1363,14,10,2,26,4,809,10,Matches
986,Alessandro Deiola,Midfield,Central Midfield,it ITA,MF,Cagliari,it Serie A,27,1995,17.9,1,25,6,24,1.4,0.34,0.04,0.17,17.2,2,0,0,2.5,2.5,0.1,-1.5,-1.5,Matches,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,-0.9,10,45,7,2,64,Matches,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10,Matches,28,1.57,23,1,0,3,0,1,0,0,0,0,0,0,0,0,Matches,33,19,13,16,4,18,47,38.3,29,16,6,10,9,42,37,0,Matches,700,42,175,376,153,24,700,10,5,50,3,30,272,1230,473,9,5,0,10,15,369,21,Matches
993,Alessandro Florenzi,Defender,Right-Back,it ITA,DF,Milan,it Serie A,32,1991,19.2,1,32,10,31.3,1.66,0.52,0.03,0.1,25.4,4,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches,1055,1277,82.6,19865,6858,433,459,94.3,454,519,87.5,144,250,57.6,4,3.4,3.5,0.6,45,97,25,9,106,Matches,1277,1055,218,51,1,20,122,104,63,28,30,0,1055,4,16,Matches,85,4.41,47,28,0,7,1,2,7,0.36,2,4,0,1,0,0,Matches,43,21,26,12,5,26,48,54.2,22,16,9,7,20,63,25,1,Matches,1449,62,403,699,354,19,1449,13,1,7.7,11,84.6,816,4084,2195,29,28,1,17,5,916,50,Matches
1042,Alessandro Zanoli,Defender,Right-Back,it ITA,DF,Salernitana,it Serie A,22,2000,10.2,0,3,1,33.3,0.29,0.1,0,0,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,322,434,74.2,4696,1828,188,210,89.5,101,141,71.6,18,46,39.1,2,1.8,0.9,0.2,12,20,7,2,28,Matches,434,356,78,3,1,4,30,75,0,0,0,0,322,0,18,Matches,24,2.34,20,2,0,1,1,0,2,0.2,2,0,0,0,0,0,Matches,16,13,9,7,0,7,12,58.3,5,10,2,8,1,17,17,0,Matches,528,21,125,236,173,19,528,24,6,25,17,70.8,254,1553,743,27,13,6,8,4,325,45,Matches
1061,Alessio Romagnoli,Defender,Centre-Back,it ITA,DF,Lazio,it Serie A,28,1995,26.8,0,11,5,45.5,0.41,0.19,0,0,12,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87,Matches,1759,1625,128,57,1,3,1,2,0,0,0,0,1604,6,3,Matches,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,Matches,1995,276,973,992,36,18,1995,1,0,0,1,100,981,4361,2024,7,2,0,9,0,1347,2,Matches
1064,Alessio Zerbin,Attack,Left Winger,it ITA,"DF,FW",Monza,it Serie A,24,1999,7.6,0,6,2,33.3,0.79,0.26,0,0,20.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,218,282,77.3,4240,1162,83,94,88.3,103,121,85.1,30,52,57.7,1,0.8,1,0.2,12,15,12,9,20,Matches,282,228,54,7,1,0,31,35,12,1,7,0,218,0,11,Matches,29,3.82,19,1,2,4,3,0,2,0.26,2,0,0,0,0,0,Matches,18,10,13,2,3,4,13,30.8,9,16,3,13,3,21,5,0,Matches,376,13,88,150,143,18,376,31,13,41.9,16,51.6,205,1417,675,17,19,5,15,7,224,46,Matches
1065,Alessio Zerbin,Attack,Left Winger,it ITA,"FW,DF",Napoli,it Serie A,24,1999,1.7,0,3,1,33.3,1.8,0.6,0,0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,56,71,78.9,779,133,30,36,83.3,18,21,85.7,2,4,50,0,0.6,0.5,-0.6,4,1,2,2,3,Matches,71,63,8,1,0,1,7,6,1,0,1,0,56,0,5,Matches,5,3,4,0,0,0,1,0,1,0.6,0,0,0,0,1,0,Matches,5,2,1,3,1,2,7,28.6,5,1,0,1,0,5,0,0,Matches,92,0,10,32,54,8,92,4,2,50,1,25,45,311,147,6,4,2,5,3,65,18,Matches
1073,Alex Baena,Attack,Left Winger,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,7.9,7.1,0.1,-5.9,-5.1,Matches,893,1255,71.2,16899,5861,394,460,85.7,351,467,75.2,129,244,52.9,14,9.2,9.5,4.8,83,95,59,15,165,Matches,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32,Matches,151,5.27,93,34,10,9,2,3,22,0.77,14,5,0,2,0,1,Matches,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,Matches,1550,29,224,650,693,102,1549,53,26,49.1,24,45.3,908,5282,2765,84,58,23,66,33,1120,181,Matches
1114,Alex Iwobi,Attack,Attacking Midfield,ng NGA,"FW,MF",Fulham,eng Premier League,27,1996,24.4,5,51,18,35.3,2.09,0.74,0.1,0.28,18.5,0,0,0,5.3,5.3,0.1,-0.3,-0.3,Matches,821,1051,78.1,13556,4268,400,451,88.7,325,403,80.6,66,118,55.9,2,4.7,4,-2.7,49,84,46,8,147,Matches,1051,1029,21,1,6,7,60,8,1,0,0,0,821,1,32,Matches,103,4.23,87,0,6,9,0,1,10,0.41,8,0,0,2,0,0,Matches,29,18,12,15,2,12,25,48,13,16,0,16,14,43,9,0,Matches,1282,19,190,585,537,81,1282,72,37,51.4,32,44.4,866,5856,2979,109,80,27,50,28,1004,175,Matches
1115,Alex Iwobi,Attack,Attacking Midfield,ng NGA,MF,Everton,eng Premier League,27,1996,1.6,0,4,2,50,2.57,1.29,0,0,16.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,27,42,64.3,545,179,13,14,92.9,7,10,70,7,15,46.7,0,0.2,0.4,-0.2,4,1,3,1,4,Matches,42,34,7,0,0,0,10,1,6,4,2,0,27,1,2,Matches,12,7.77,6,1,2,3,0,0,0,0,0,0,0,0,0,0,Matches,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0,Matches,58,0,5,17,38,3,58,4,3,75,1,25,33,316,221,6,5,2,3,1,34,8,Matches
1160,Alex Sandro,Defender,Left-Back,br BRA,DF,Juventus,it Serie A,32,1991,8,1,5,1,20,0.62,0.12,0.2,1,8.2,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,Matches,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4,Matches,14,1.75,9,0,0,2,1,2,1,0.12,0,0,0,0,1,0,Matches,13,7,7,6,0,4,5,80,1,13,7,6,15,28,23,0,Matches,638,59,217,338,85,8,638,10,3,30,3,30,343,1804,1068,16,9,0,7,4,408,9,Matches
1166,Alex Sola,Defender,Right-Back,es ESP,"FW,MF",Alav?s,es La Liga,24,1999,14,0,28,7,25,2,0.5,0,0,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,Matches,269,430,62.6,4680,1722,131,154,85.1,101,155,65.2,33,82,40.2,3,2.3,2.1,0.7,27,23,19,9,42,Matches,430,364,66,4,0,1,84,41,21,3,13,0,269,0,25,Matches,69,4.92,32,7,16,6,7,1,4,0.29,2,1,1,0,0,0,Matches,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16,0,Matches,630,12,110,218,316,48,630,75,43,57.3,27,36,327,2390,1300,40,24,12,31,17,372,103,Matches
1194,Alexander Isak,Attack,Centre-Forward,se SWE,FW,Newcastle Utd,eng Premier League,23,1999,25.1,21,72,36,50,2.87,1.44,0.22,0.44,14.5,1,5,6,20.3,15.6,0.22,0.7,0.4,Matches,385,493,78.1,5446,1167,237,280,84.6,117,142,82.4,15,22,68.2,2,3.7,2.8,-1.7,27,28,21,0,71,Matches,493,428,62,0,5,2,10,6,1,0,0,0,385,3,21,Matches,72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0,Matches,5,0,2,1,2,2,8,25,6,16,1,15,6,11,13,0,Matches,725,19,46,299,387,139,720,74,42,56.8,28,37.8,421,3052,1613,68,31,38,49,23,511,129,Matches
1239,Alexandre Lacazette,Attack,Centre-Forward,fr FRA,FW,Lyon,fr Ligue 1,32,1991,25.5,19,60,33,55,2.35,1.3,0.28,0.52,14,6,2,2,11.4,9.8,0.17,7.6,7.2,Matches,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63,2,1.9,2.1,0.1,21,38,17,2,61,Matches,561,514,42,1,8,6,10,2,0,0,0,0,397,5,18,Matches,56,2.2,39,0,5,6,6,0,9,0.35,4,0,2,1,2,0,Matches,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,Matches,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144,Matches
1316,Alexis Blin,Midfield,Defensive Midfield,fr FRA,MF,Lecce,it Serie A,26,1996,18.2,0,13,2,15.4,0.71,0.11,0,0,13.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,671,779,86.1,11579,3436,290,319,90.9,304,334,91,59,84,70.2,2,0.7,0.7,1.3,7,51,7,2,60,Matches,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9,Matches,31,1.7,26,1,0,2,1,1,4,0.22,2,0,0,1,1,0,Matches,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0,Matches,947,53,260,581,112,16,947,10,5,50,5,50,496,2053,971,7,8,0,5,11,547,11,Matches
1327,Alexis Mac Allister,Midfield,Central Midfield,ar ARG,MF,Liverpool,eng Premier League,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2,1,1,3.7,2.9,0.07,1.3,1.1,Matches,1704,1967,86.6,26565,7659,884,970,91.1,656,722,90.9,100,161,62.1,5,3.6,4.9,1.4,47,162,41,2,209,Matches,1967,1900,61,38,14,11,32,2,11,2,9,0,1704,6,32,Matches,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0,Matches,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,Matches,2313,73,392,1382,560,32,2312,34,18,52.9,12,35.3,1346,5738,3006,44,45,4,30,35,1626,48,Matches
1332,Alexis Saelemaekers,Attack,Right Winger,be BEL,"FW,MF",Bologna,it Serie A,24,1999,21,4,29,10,34.5,1.38,0.48,0.14,0.4,23.2,4,0,0,2.6,2.6,0.09,1.4,1.4,Matches,786,1008,78,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77,Matches,1008,908,92,25,5,8,86,14,50,27,21,0,786,8,36,Matches,85,4.06,52,18,6,5,4,0,10,0.48,6,0,1,1,2,0,Matches,32,22,13,14,5,12,27,44.4,15,13,1,12,13,45,10,1,Matches,1271,7,177,555,558,47,1271,106,40,37.7,58,54.7,818,4996,2370,65,49,17,49,25,945,180,Matches
1356,Alfonso Espino,Defender,Left-Back,uy URU,DF,Rayo Vallecano,es La Liga,31,1992,27.9,0,18,5,27.8,0.65,0.18,0,0,22.2,0,0,0,1,1,0.06,-1,-1,Matches,1061,1423,74.6,17681,7831,522,588,88.8,436,559,78,79,182,43.4,1,2.8,2.9,-1.8,28,74,25,10,113,Matches,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41,Matches,54,1.94,44,3,3,3,0,1,1,0.04,1,0,0,0,0,0,Matches,67,45,43,22,2,30,82,36.6,52,26,4,22,40,107,63,0,Matches,1740,82,607,801,360,27,1740,50,24,48,25,50,725,3497,1887,41,26,10,42,18,887,89,Matches
1358,Alfonso Pedraza,Defender,Left-Back,es ESP,DF,Villarreal,es La Liga,27,1996,12.4,1,9,4,44.4,0.73,0.32,0.11,0.25,16.5,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches,459,598,76.8,7479,2335,251,278,90.3,177,221,80.1,27,60,45,3,3.6,2.3,-0.6,20,17,24,14,31,Matches,598,482,113,13,2,7,58,100,0,0,0,0,459,3,25,Matches,32,2.58,25,1,1,4,1,0,3,0.24,2,0,0,1,0,0,Matches,25,9,18,5,2,9,17,52.9,8,16,7,9,13,38,19,0,Matches,734,42,234,287,222,26,734,30,10,33.3,19,63.3,404,2815,1491,56,36,10,12,2,441,97,Matches
1359,Alfred Duncan,Midfield,Central Midfield,gh GHA,MF,Fiorentina,it Serie A,30,1993,21,2,23,6,26.1,1.1,0.29,0.09,0.33,23.4,0,0,0,1.5,1.5,0.06,0.5,0.5,Matches,800,1030,77.7,15638,4534,309,362,85.4,363,415,87.5,120,202,59.4,5,2,2.8,3,36,101,26,11,133,Matches,1030,961,63,22,5,18,65,5,35,11,17,0,800,6,22,Matches,60,2.86,44,11,2,2,0,1,10,0.48,6,2,0,2,0,0,Matches,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0,Matches,1184,26,157,698,343,17,1184,40,20,50,16,40,634,2974,1442,23,26,3,18,19,777,47,Matches
1425,Alidu Seidu,Defender,Centre-Back,gh GHA,DF,Clermont Foot,fr Ligue 1,23,2000,12.6,0,6,1,16.7,0.48,0.08,0,0,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,0.3,5,43,0,0,33,Matches,756,687,65,10,0,2,4,55,0,0,0,0,623,4,7,Matches,13,1.03,7,2,1,0,3,0,1,0.08,1,0,0,0,0,0,Matches,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,Matches,905,68,372,488,55,1,905,25,11,44,12,48,651,4153,1861,16,17,0,13,6,560,3,Matches
1510,Alphonso Davies,Defender,Left-Back,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,22.9,2,13,4,30.8,0.57,0.17,0.15,0.5,22.2,0,0,0,1,1,0.08,1,1,Matches,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91,27,52,51.9,5,2.9,3.3,2.1,37,88,31,7,117,Matches,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31,Matches,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0,Matches,47,24,29,13,5,30,53,56.6,23,30,4,26,26,73,49,1,Matches,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139,Matches
1559,Amad Diallo,Attack,Right Winger,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21,2002,4.3,1,10,4,40,2.31,0.92,0.1,0.25,19.3,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80,1,1.1,0.5,-0.1,10,6,3,0,10,Matches,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3,Matches,20,4.62,16,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0,Matches,231,8,28,94,110,24,231,23,11,47.8,10,43.5,146,1035,355,11,12,4,7,14,163,31,Matches
1565,Amadou Haidara,Midfield,Central Midfield,ml MLI,MF,RB Leipzig,de Bundesliga,25,1998,17,2,21,9,42.9,1.24,0.53,0.1,0.22,22.7,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches,694,825,84.1,11528,4135,324,372,87.1,310,350,88.6,45,63,71.4,1,1.6,1.6,-0.6,17,95,19,1,97,Matches,825,810,14,13,2,4,4,1,0,0,0,0,694,1,16,Matches,41,2.42,34,1,2,1,2,1,7,0.41,5,0,1,0,1,0,Matches,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0,Matches,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11,Matches
1570,Amadou Onana,Midfield,Defensive Midfield,be BEL,MF,Everton,eng Premier League,21,2001,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,2,2,0.07,0,0,Matches,871,1036,84.1,14568,4039,444,499,89,312,357,87.4,85,115,73.9,0,2.7,1.4,-2.7,18,102,14,1,107,Matches,1036,1017,10,6,6,14,3,1,0,0,0,0,871,9,10,Matches,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,Matches,71,38,32,31,8,21,42,50,21,25,6,19,21,92,31,0,Matches,1291,61,280,724,297,29,1291,27,12,44.4,8,29.6,657,2985,1376,21,30,5,20,10,839,39,Matches
1604,Amin Sarr,Attack,Centre-Forward,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22,2001,4.3,0,6,2,33.3,1.4,0.47,0,0,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100,0,0.2,0.2,-0.2,2,5,5,0,12,Matches,130,123,6,1,0,0,1,1,1,0,0,0,95,1,9,Matches,5,1.17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,3,2,1,2,0,1,2,50,1,6,1,5,2,5,1,0,Matches,181,3,13,89,80,10,181,11,2,18.2,8,72.7,112,466,175,3,5,0,13,9,134,26,Matches
1607,Amine Adli,Attack,Right Winger,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23,2000,10,4,27,15,55.6,2.71,1.5,0.15,0.27,13.7,0,0,0,3.3,3.3,0.12,0.7,0.7,Matches,367,459,80,4683,1110,252,291,86.6,91,110,82.7,7,18,38.9,6,2.3,2.9,3.7,21,19,18,3,39,Matches,459,447,11,2,2,1,23,7,0,0,0,0,367,1,10,Matches,52,5.22,39,0,6,3,4,0,9,0.9,5,0,2,1,1,0,Matches,16,7,2,10,4,7,17,41.2,10,10,2,8,6,22,5,0,Matches,575,7,52,231,299,66,575,27,13,48.1,10,37,339,1768,1021,32,25,16,17,10,460,131,Matches
