,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6,position,sub_position
1229,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27.0,1996.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,72.0,82.0,87.8,1259.0,518.0,36.0,37.0,97.3,28.0,31.0,90.3,7.0,11.0,63.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches,82.0,80.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,0.0,0.0,4.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,Matches,95.0,21.0,62.0,34.0,0.0,0.0,95.0,1.0,0.0,0.0,1.0,100.0,72.0,273.0,120.0,0.0,0.0,0.0,2.0,0.0,76.0,1.0,Matches,Defender,Centre-Back
1230,Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27.0,1996.0,3.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,123.0,145.0,84.8,2029.0,731.0,60.0,64.0,93.8,57.0,60.0,95.0,5.0,14.0,35.7,0.0,0.1,0.0,-0.1,1.0,12.0,1.0,0.0,7.0,Matches,145.0,133.0,12.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,123.0,0.0,4.0,Matches,3.0,0.87,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0,3.0,2.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,3.0,8.0,9.0,0.0,Matches,172.0,21.0,87.0,76.0,9.0,1.0,172.0,2.0,1.0,50.0,0.0,0.0,92.0,485.0,236.0,2.0,1.0,0.0,1.0,2.0,112.0,1.0,Matches,Defender,Centre-Back
1231,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24.0,1998.0,29.5,1.0,21.0,5.0,23.8,0.71,0.17,0.05,0.2,14.2,0.0,0.0,0.0,1.8,1.8,0.09,-0.8,-0.8,Matches,1508.0,1719.0,87.7,27659.0,10926.0,573.0,622.0,92.1,779.0,856.0,91.0,128.0,196.0,65.3,0.0,0.4,0.7,-0.4,8.0,122.0,6.0,0.0,133.0,Matches,1719.0,1602.0,114.0,70.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,1508.0,3.0,7.0,Matches,32.0,1.08,27.0,0.0,0.0,3.0,1.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Matches,24.0,14.0,12.0,11.0,1.0,15.0,30.0,50.0,15.0,43.0,30.0,13.0,23.0,47.0,115.0,1.0,Matches,2010.0,248.0,836.0,1093.0,98.0,22.0,2010.0,16.0,11.0,68.8,2.0,12.5,1411.0,8880.0,5038.0,27.0,29.0,0.0,24.0,8.0,1236.0,3.0,Matches,Defender,Centre-Back
1232,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32.0,1991.0,13.6,4.0,44.0,17.0,38.6,3.24,1.25,0.09,0.24,21.4,6.0,0.0,0.0,2.4,2.4,0.05,1.6,1.6,Matches,732.0,971.0,75.4,11555.0,3364.0,426.0,481.0,88.6,223.0,293.0,76.1,66.0,134.0,49.3,10.0,11.5,7.1,-1.5,59.0,67.0,56.0,12.0,111.0,Matches,971.0,840.0,124.0,23.0,11.0,6.0,136.0,24.0,69.0,29.0,16.0,5.0,732.0,7.0,27.0,Matches,100.0,7.36,73.0,17.0,2.0,5.0,3.0,0.0,16.0,1.18,12.0,3.0,0.0,0.0,1.0,0.0,Matches,14.0,9.0,1.0,5.0,8.0,7.0,20.0,35.0,13.0,5.0,0.0,5.0,4.0,18.0,4.0,0.0,Matches,1103.0,2.0,35.0,354.0,724.0,86.0,1103.0,33.0,10.0,30.3,21.0,63.6,633.0,2916.0,1647.0,47.0,40.0,12.0,13.0,20.0,833.0,133.0,Matches,Attack,Attacking Midfield
1233,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32.0,1990.0,15.1,1.0,6.0,1.0,16.7,0.4,0.07,0.17,1.0,22.2,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,Matches,931.0,1019.0,91.4,15489.0,3486.0,424.0,446.0,95.1,428.0,460.0,93.0,58.0,76.0,76.3,0.0,1.8,1.5,-1.8,15.0,67.0,12.0,3.0,88.0,Matches,1019.0,983.0,36.0,28.0,3.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,931.0,0.0,8.0,Matches,38.0,2.51,33.0,0.0,2.0,1.0,1.0,1.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches,19.0,8.0,8.0,9.0,2.0,10.0,21.0,47.6,11.0,19.0,7.0,12.0,11.0,30.0,14.0,1.0,Matches,1132.0,27.0,183.0,763.0,200.0,11.0,1132.0,14.0,10.0,71.4,3.0,21.4,743.0,4144.0,1978.0,28.0,27.0,1.0,15.0,14.0,839.0,27.0,Matches,Midfield,Central Midfield
1234,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28.0,1995.0,22.7,0.0,4.0,1.0,25.0,0.18,0.04,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,644.0,1020.0,63.1,11482.0,5396.0,288.0,365.0,78.9,274.0,419.0,65.4,69.0,167.0,41.3,2.0,1.9,3.9,0.1,20.0,64.0,30.0,20.0,84.0,Matches,1020.0,780.0,236.0,6.0,1.0,2.0,101.0,230.0,0.0,0.0,0.0,0.0,644.0,4.0,42.0,Matches,57.0,2.51,44.0,7.0,4.0,0.0,2.0,0.0,4.0,0.18,3.0,1.0,0.0,0.0,0.0,0.0,Matches,51.0,39.0,25.0,18.0,8.0,23.0,40.0,57.5,17.0,29.0,9.0,20.0,24.0,75.0,48.0,0.0,Matches,1315.0,70.0,314.0,573.0,451.0,31.0,1315.0,82.0,29.0,35.4,48.0,58.5,626.0,4024.0,1885.0,70.0,48.0,8.0,41.0,25.0,654.0,106.0,Matches,Defender,Right-Back
1235,Kevin Paredes,us USA,"FW,MF",Wolfsburg,de Bundesliga,20.0,2003.0,15.9,3.0,19.0,7.0,36.8,1.19,0.44,0.16,0.43,16.7,0.0,0.0,0.0,3.0,3.0,0.16,0.0,0.0,Matches,455.0,592.0,76.9,6756.0,2043.0,260.0,301.0,86.4,148.0,191.0,77.5,27.0,52.0,51.9,0.0,1.4,1.9,-1.4,17.0,29.0,17.0,5.0,50.0,Matches,592.0,542.0,49.0,8.0,0.0,2.0,33.0,40.0,1.0,0.0,1.0,0.0,455.0,1.0,21.0,Matches,46.0,2.89,35.0,0.0,4.0,2.0,5.0,0.0,5.0,0.31,5.0,0.0,0.0,0.0,0.0,0.0,Matches,42.0,21.0,22.0,13.0,7.0,20.0,34.0,58.8,14.0,27.0,2.0,25.0,23.0,65.0,26.0,0.0,Matches,809.0,24.0,180.0,325.0,311.0,35.0,809.0,40.0,14.0,35.0,19.0,47.5,478.0,2330.0,1043.0,34.0,24.0,8.0,34.0,17.0,527.0,112.0,Matches,Midfield,Left Midfield
1236,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,21.0,2001.0,3.7,2.0,8.0,4.0,50.0,2.16,1.08,0.25,0.5,15.8,0.0,0.0,0.0,1.2,1.2,0.15,0.8,0.8,Matches,58.0,95.0,61.1,819.0,220.0,36.0,49.0,73.5,19.0,32.0,59.4,2.0,4.0,50.0,1.0,0.7,0.7,0.3,4.0,8.0,3.0,2.0,9.0,Matches,95.0,93.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,4.0,Matches,12.0,3.22,8.0,0.0,1.0,1.0,2.0,0.0,3.0,0.81,2.0,0.0,0.0,0.0,1.0,0.0,Matches,3.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,1.0,4.0,4.0,0.0,Matches,148.0,3.0,17.0,59.0,73.0,19.0,148.0,14.0,2.0,14.3,10.0,71.4,84.0,631.0,283.0,8.0,3.0,5.0,14.0,6.0,98.0,23.0,Matches,Attack,Right Winger
1238,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33.0,1990.0,13.4,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,24.5,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,Matches,550.0,670.0,82.1,8923.0,2778.0,267.0,310.0,86.1,218.0,249.0,87.6,40.0,69.0,58.0,2.0,1.3,2.2,0.7,22.0,47.0,10.0,5.0,61.0,Matches,670.0,632.0,37.0,21.0,1.0,1.0,20.0,11.0,5.0,2.0,1.0,0.0,550.0,1.0,9.0,Matches,39.0,2.91,32.0,5.0,0.0,0.0,1.0,1.0,5.0,0.37,5.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0,19.0,13.0,18.0,3.0,15.0,31.0,48.4,16.0,20.0,6.0,14.0,7.0,41.0,22.0,0.0,Matches,779.0,31.0,173.0,459.0,151.0,8.0,779.0,8.0,5.0,62.5,2.0,25.0,411.0,1666.0,806.0,13.0,13.0,0.0,9.0,12.0,523.0,22.0,Matches,Midfield,Central Midfield
1240,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31.0,1991.0,14.7,0.0,2.0,1.0,50.0,0.14,0.07,0.0,0.0,18.8,0.0,0.0,0.0,0.7,0.7,0.34,-0.7,-0.7,Matches,813.0,939.0,86.6,17137.0,7528.0,237.0,252.0,94.0,413.0,460.0,89.8,146.0,201.0,72.6,0.0,0.1,0.4,-0.1,2.0,79.0,11.0,0.0,84.0,Matches,939.0,897.0,41.0,29.0,0.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,813.0,1.0,7.0,Matches,23.0,1.57,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.27,4.0,0.0,0.0,0.0,0.0,0.0,Matches,14.0,10.0,7.0,7.0,0.0,8.0,13.0,61.5,5.0,16.0,13.0,3.0,9.0,23.0,54.0,0.0,Matches,1051.0,89.0,474.0,539.0,43.0,1.0,1051.0,6.0,5.0,83.3,1.0,16.7,629.0,3294.0,1909.0,16.0,7.0,0.0,4.0,1.0,718.0,12.0,Matches,Defender,Centre-Back
1241,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31.0,1991.0,14.7,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,14.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Matches,652.0,735.0,88.7,15023.0,5955.0,123.0,129.0,95.3,392.0,415.0,94.5,131.0,180.0,72.8,0.0,0.0,0.2,0.0,1.0,31.0,2.0,0.0,41.0,Matches,735.0,687.0,46.0,35.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,652.0,2.0,0.0,Matches,10.0,0.68,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,9.0,6.0,4.0,0.0,6.0,12.0,50.0,6.0,22.0,15.0,7.0,7.0,17.0,72.0,2.0,Matches,873.0,163.0,531.0,331.0,12.0,7.0,873.0,1.0,1.0,100.0,0.0,0.0,431.0,2363.0,1360.0,1.0,0.0,0.0,9.0,1.0,540.0,1.0,Matches,Defender,Centre-Back
1242,Kevin Volland,de GER,"FW,MF",Union Berlin,de Bundesliga,31.0,1992.0,14.9,3.0,33.0,10.0,30.3,2.21,0.67,0.03,0.1,19.7,0.0,2.0,3.0,5.3,2.9,0.09,-2.3,-1.9,Matches,258.0,420.0,61.4,4382.0,1570.0,135.0,184.0,73.4,80.0,124.0,64.5,31.0,67.0,46.3,4.0,2.6,2.3,1.4,20.0,30.0,18.0,5.0,48.0,Matches,420.0,372.0,46.0,9.0,3.0,4.0,56.0,3.0,20.0,6.0,13.0,0.0,258.0,2.0,16.0,Matches,47.0,3.15,32.0,7.0,1.0,5.0,1.0,1.0,5.0,0.33,3.0,1.0,0.0,1.0,0.0,0.0,Matches,22.0,9.0,8.0,8.0,6.0,8.0,20.0,40.0,12.0,8.0,0.0,8.0,6.0,28.0,12.0,0.0,Matches,575.0,9.0,77.0,250.0,252.0,51.0,572.0,18.0,6.0,33.3,12.0,66.7,284.0,1145.0,394.0,14.0,9.0,8.0,35.0,22.0,387.0,96.0,Matches,Attack,Centre-Forward
1244,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19.0,2004.0,11.4,3.0,17.0,7.0,41.2,1.49,0.61,0.18,0.43,18.9,1.0,0.0,0.0,1.9,1.9,0.11,1.1,1.1,Matches,276.0,345.0,80.0,4324.0,1087.0,142.0,161.0,88.2,98.0,124.0,79.0,21.0,40.0,52.5,0.0,0.5,0.5,-0.5,8.0,31.0,4.0,1.0,35.0,Matches,345.0,333.0,10.0,4.0,1.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,276.0,2.0,6.0,Matches,19.0,1.67,10.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,28.0,15.0,17.0,7.0,4.0,9.0,22.0,40.9,13.0,15.0,3.0,12.0,14.0,42.0,6.0,0.0,Matches,473.0,12.0,95.0,242.0,139.0,24.0,473.0,23.0,10.0,43.5,11.0,47.8,338.0,1944.0,832.0,18.0,14.0,4.0,15.0,14.0,307.0,47.0,Matches,Midfield,Central Midfield
1245,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22.0,2001.0,30.4,11.0,128.0,45.0,35.2,4.21,1.48,0.09,0.24,18.8,4.0,0.0,0.0,11.1,11.1,0.09,-0.1,-0.1,Matches,965.0,1200.0,80.4,15513.0,2850.0,541.0,598.0,90.5,300.0,372.0,80.6,96.0,162.0,59.3,6.0,6.8,5.4,-0.8,63.0,46.0,34.0,2.0,89.0,Matches,1200.0,1110.0,86.0,17.0,6.0,30.0,99.0,22.0,45.0,27.0,12.0,0.0,965.0,4.0,22.0,Matches,155.0,5.1,80.0,15.0,26.0,16.0,14.0,4.0,16.0,0.53,6.0,0.0,3.0,3.0,3.0,1.0,Matches,42.0,21.0,11.0,19.0,12.0,15.0,49.0,30.6,34.0,15.0,1.0,14.0,13.0,55.0,9.0,0.0,Matches,1642.0,10.0,108.0,641.0,926.0,196.0,1642.0,220.0,101.0,45.9,98.0,44.5,1119.0,9260.0,4776.0,184.0,108.0,81.0,58.0,48.0,1296.0,266.0,Matches,Attack,Left Winger
1247,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,30.0,1992.0,1.2,1.0,6.0,2.0,33.3,5.0,1.67,0.17,0.5,12.5,0.0,0.0,0.0,1.5,1.5,0.25,-0.5,-0.5,Matches,28.0,42.0,66.7,272.0,91.0,22.0,29.0,75.9,4.0,8.0,50.0,0.0,0.0,,0.0,0.2,0.3,-0.2,2.0,2.0,2.0,0.0,4.0,Matches,42.0,41.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,Matches,5.0,4.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,53.0,0.0,2.0,21.0,30.0,12.0,53.0,3.0,1.0,33.3,1.0,33.3,29.0,93.0,34.0,2.0,0.0,0.0,3.0,1.0,47.0,15.0,Matches,Attack,Centre-Forward
1248,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26.0,1997.0,13.8,0.0,2.0,0.0,0.0,0.15,0.0,0.0,,12.2,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2,Matches,690.0,904.0,76.3,12195.0,5053.0,292.0,326.0,89.6,329.0,390.0,84.4,62.0,150.0,41.3,2.0,0.6,1.1,1.4,8.0,73.0,12.0,4.0,77.0,Matches,904.0,736.0,167.0,18.0,1.0,7.0,26.0,149.0,0.0,0.0,0.0,0.0,690.0,1.0,23.0,Matches,16.0,1.16,14.0,1.0,0.0,0.0,1.0,0.0,3.0,0.22,2.0,1.0,0.0,0.0,0.0,0.0,Matches,37.0,24.0,16.0,18.0,3.0,18.0,27.0,66.7,9.0,22.0,8.0,14.0,10.0,47.0,45.0,0.0,Matches,1056.0,45.0,297.0,552.0,214.0,10.0,1056.0,17.0,7.0,41.2,8.0,47.1,522.0,2201.0,1177.0,22.0,21.0,2.0,13.0,3.0,600.0,39.0,Matches,Defender,Left-Back
1249,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,1990.0,24.8,1.0,8.0,2.0,25.0,0.32,0.08,0.13,0.5,23.8,4.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3,Matches,1624.0,2130.0,76.2,29797.0,10999.0,693.0,783.0,88.5,728.0,874.0,83.3,187.0,382.0,49.0,10.0,7.5,7.1,2.5,65.0,111.0,52.0,19.0,157.0,Matches,2130.0,1705.0,418.0,109.0,1.0,12.0,212.0,197.0,112.0,42.0,38.0,8.0,1624.0,7.0,42.0,Matches,101.0,4.07,68.0,28.0,1.0,0.0,2.0,2.0,11.0,0.44,7.0,3.0,0.0,0.0,0.0,1.0,Matches,57.0,27.0,30.0,16.0,11.0,37.0,77.0,48.1,40.0,41.0,8.0,33.0,24.0,81.0,57.0,3.0,Matches,2344.0,96.0,732.0,969.0,665.0,36.0,2344.0,22.0,16.0,72.7,6.0,27.3,1078.0,4247.0,2049.0,34.0,37.0,5.0,20.0,9.0,1411.0,128.0,Matches,Defender,Right-Back
1250,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26.0,1997.0,3.4,0.0,4.0,2.0,50.0,1.19,0.59,0.0,0.0,14.1,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,Matches,83.0,114.0,72.8,1232.0,240.0,44.0,50.0,88.0,24.0,34.0,70.6,8.0,17.0,47.1,0.0,0.5,0.4,-0.5,5.0,0.0,6.0,3.0,8.0,Matches,114.0,110.0,4.0,1.0,0.0,0.0,23.0,1.0,2.0,2.0,0.0,0.0,83.0,0.0,3.0,Matches,12.0,3.56,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0,2.0,2.0,2.0,2.0,3.0,8.0,37.5,5.0,2.0,1.0,1.0,2.0,8.0,2.0,0.0,Matches,165.0,5.0,15.0,55.0,98.0,14.0,165.0,22.0,11.0,50.0,8.0,36.4,109.0,712.0,357.0,17.0,8.0,5.0,17.0,7.0,128.0,41.0,Matches,Attack,Right Winger
1252,Kike Salas,es ESP,DF,Sevilla,es La Liga,21.0,2002.0,17.8,3.0,16.0,5.0,31.3,0.9,0.28,0.19,0.6,12.0,0.0,0.0,0.0,0.8,0.8,0.05,2.2,2.2,Matches,794.0,1009.0,78.7,13465.0,4857.0,367.0,421.0,87.2,367.0,433.0,84.8,47.0,118.0,39.8,0.0,0.5,0.8,-0.5,5.0,54.0,6.0,2.0,61.0,Matches,1009.0,951.0,54.0,23.0,2.0,4.0,7.0,31.0,0.0,0.0,0.0,0.0,794.0,4.0,13.0,Matches,13.0,0.73,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,41.0,23.0,26.0,12.0,3.0,22.0,36.0,61.1,14.0,25.0,14.0,11.0,26.0,67.0,91.0,1.0,Matches,1237.0,106.0,554.0,570.0,122.0,33.0,1237.0,8.0,0.0,0.0,7.0,87.5,584.0,2361.0,1105.0,11.0,3.0,1.0,10.0,8.0,751.0,16.0,Matches,Defender,Centre-Back
1255,Kilian Fischer,de GER,"DF,MF",Wolfsburg,de Bundesliga,22.0,2000.0,3.2,0.0,4.0,0.0,0.0,1.24,0.0,0.0,,18.3,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,104.0,148.0,70.3,1728.0,588.0,56.0,65.0,86.2,42.0,59.0,71.2,6.0,16.0,37.5,0.0,0.1,0.3,-0.1,2.0,5.0,3.0,1.0,6.0,Matches,148.0,115.0,33.0,1.0,0.0,0.0,11.0,32.0,0.0,0.0,0.0,0.0,104.0,0.0,6.0,Matches,6.0,1.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0,6.0,4.0,3.0,1.0,2.0,5.0,40.0,3.0,8.0,1.0,7.0,1.0,9.0,12.0,0.0,Matches,185.0,9.0,60.0,71.0,55.0,8.0,185.0,2.0,1.0,50.0,1.0,50.0,72.0,399.0,179.0,6.0,3.0,1.0,5.0,1.0,93.0,9.0,Matches,Defender,Right-Back
1256,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,21.0,2002.0,20.1,0.0,7.0,1.0,14.3,0.35,0.05,0.0,0.0,18.7,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6,Matches,847.0,1167.0,72.6,15116.0,5689.0,394.0,459.0,85.8,338.0,452.0,74.8,100.0,197.0,50.8,1.0,0.8,1.6,0.2,11.0,61.0,19.0,12.0,70.0,Matches,1167.0,973.0,192.0,17.0,1.0,4.0,37.0,170.0,0.0,0.0,0.0,0.0,847.0,2.0,32.0,Matches,30.0,1.5,22.0,7.0,0.0,1.0,0.0,0.0,4.0,0.2,3.0,1.0,0.0,0.0,0.0,0.0,Matches,43.0,19.0,28.0,8.0,7.0,26.0,42.0,61.9,16.0,33.0,15.0,18.0,22.0,65.0,64.0,0.0,Matches,1412.0,113.0,470.0,709.0,250.0,22.0,1412.0,34.0,16.0,47.1,17.0,50.0,716.0,4057.0,1865.0,22.0,20.0,1.0,24.0,10.0,778.0,58.0,Matches,Defender,Right-Back
1258,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,27.0,1996.0,12.4,3.0,34.0,8.0,23.5,2.75,0.65,0.09,0.38,17.6,0.0,0.0,0.0,2.8,2.8,0.08,0.2,0.2,Matches,528.0,647.0,81.6,8358.0,1597.0,285.0,330.0,86.4,206.0,233.0,88.4,26.0,45.0,57.8,3.0,3.8,4.5,-0.8,29.0,19.0,41.0,8.0,72.0,Matches,647.0,630.0,13.0,1.0,1.0,5.0,60.0,6.0,3.0,0.0,0.0,0.0,528.0,4.0,19.0,Matches,63.0,5.09,50.0,0.0,6.0,4.0,3.0,0.0,7.0,0.57,6.0,0.0,0.0,1.0,0.0,0.0,Matches,12.0,7.0,5.0,3.0,4.0,9.0,17.0,52.9,8.0,15.0,1.0,14.0,2.0,14.0,5.0,0.0,Matches,802.0,4.0,75.0,220.0,513.0,93.0,802.0,67.0,29.0,43.3,32.0,47.8,560.0,4124.0,2204.0,75.0,35.0,35.0,26.0,22.0,661.0,210.0,Matches,Attack,Right Winger
1259,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28.0,1995.0,10.6,0.0,18.0,3.0,16.7,1.7,0.28,0.0,0.0,18.5,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,Matches,175.0,257.0,68.1,2722.0,928.0,100.0,119.0,84.0,57.0,84.0,67.9,11.0,25.0,44.0,1.0,0.7,0.5,0.3,8.0,10.0,7.0,5.0,15.0,Matches,257.0,223.0,33.0,0.0,0.0,0.0,17.0,33.0,0.0,0.0,0.0,0.0,175.0,1.0,15.0,Matches,23.0,2.17,14.0,0.0,2.0,3.0,4.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,Matches,22.0,14.0,16.0,4.0,2.0,11.0,18.0,61.1,7.0,21.0,3.0,18.0,8.0,30.0,36.0,0.0,Matches,413.0,43.0,132.0,146.0,139.0,28.0,413.0,21.0,11.0,52.4,6.0,28.6,200.0,1268.0,596.0,18.0,10.0,7.0,17.0,10.0,198.0,44.0,Matches,Defender,Right-Back
1262,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,33.0,1989.0,15.1,0.0,9.0,1.0,11.1,0.59,0.07,0.0,0.0,14.1,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,Matches,615.0,746.0,82.4,12270.0,4995.0,211.0,237.0,89.0,308.0,354.0,87.0,86.0,128.0,67.2,0.0,0.2,0.8,-0.2,6.0,58.0,13.0,3.0,70.0,Matches,746.0,732.0,11.0,11.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,615.0,3.0,10.0,Matches,14.0,0.92,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,44.0,22.0,18.0,25.0,1.0,17.0,30.0,56.7,13.0,26.0,14.0,12.0,19.0,63.0,42.0,2.0,Matches,921.0,81.0,379.0,465.0,78.0,12.0,921.0,5.0,3.0,60.0,2.0,40.0,462.0,2524.0,1196.0,8.0,8.0,0.0,7.0,6.0,560.0,7.0,Matches,Midfield,Defensive Midfield
1263,Ko Itakura,jp JPN,"DF,MF",Gladbach,de Bundesliga,26.0,1997.0,17.7,3.0,21.0,7.0,33.3,1.18,0.39,0.14,0.43,15.7,0.0,0.0,0.0,1.3,1.3,0.06,1.7,1.7,Matches,798.0,910.0,87.7,14351.0,4876.0,305.0,336.0,90.8,422.0,454.0,93.0,60.0,98.0,61.2,0.0,0.2,0.6,-0.2,5.0,41.0,3.0,1.0,36.0,Matches,910.0,882.0,28.0,15.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0,4.0,Matches,17.0,0.96,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0,21.0,17.0,15.0,2.0,16.0,26.0,61.5,10.0,32.0,18.0,14.0,22.0,56.0,62.0,0.0,Matches,1110.0,142.0,522.0,523.0,74.0,29.0,1110.0,7.0,5.0,71.4,2.0,28.6,628.0,3177.0,1766.0,14.0,11.0,1.0,7.0,5.0,715.0,7.0,Matches,Defender,Centre-Back
